year,city,party,mention_count
1989,Porvoo,Vihreä liitto,2
1989,Kokkola,Suomen Keskusta,2
1989,Kokkola,Suomen Sosialidemokraattinen Puolue,2
1989,Hyvinkää,Suomen Kansan Demokraattinen Liitto,2
1989,Hyvinkää,Vasemmistoliitto,1
1989,Hyvinkää,Vihreä liitto,2
1989,Lohja,Suomen Keskusta,4
1989,Lohja,Suomen Sosialidemokraattinen Puolue,2
1989,Lohja,Kansallinen Kokoomus,1
1989,Lohja,Suomen Kansan Demokraattinen Liitto,1
1989,Järvenpää,Vihreä liitto,3
1989,Järvenpää,Suomen Sosialidemokraattinen Puolue,3
1989,Järvenpää,Vasemmistoliitto,1
1989,Rauma,Suomen Maaseudun Puolue,1
1989,Rauma,Suomen Sosialidemokraattinen Puolue,12
1989,Rauma,Suomen Kansan Demokraattinen Liitto,2
1989,Rauma,Kansallinen Kokoomus,5
1989,Kerava,Vihreä liitto,3
1989,Kerava,Suomen Sosialidemokraattinen Puolue,2
1989,Kerava,Vasemmistoliitto,1
1989,Kajaani,Suomen Keskusta,12
1989,Kajaani,Vihreä liitto,2
1989,Kajaani,Suomen Kansan Demokraattinen Liitto,2
1989,Kajaani,Kansallinen Kokoomus,1
1989,Kajaani,Suomen Sosialidemokraattinen Puolue,1
1989,Kajaani,Perussuomalaiset,2
1989,Kajaani,Suomen Kristillisdemokraatit,1
1989,Kajaani,Vasemmistoliitto,1
1989,Kaarina,Suomen Kansan Demokraattinen Liitto,1
1989,Kaarina,Suomen Sosialidemokraattinen Puolue,1
1989,Nokia,Suomen Sosialidemokraattinen Puolue,2
1989,Nokia,Suomen Kansan Demokraattinen Liitto,3
1989,Savonlinna,Suomen Keskusta,4
1989,Savonlinna,Suomen Maaseudun Puolue,2
1989,Savonlinna,Suomen Sosialidemokraattinen Puolue,4
1989,Savonlinna,Kansallinen Kokoomus,1
1989,Kangasala,Suomen Keskusta,1
1989,Riihimäki,Suomen Keskusta,4
1989,Riihimäki,Suomen Maaseudun Puolue,1
1989,Riihimäki,Kansallinen Kokoomus,1
1989,Riihimäki,Suomen Sosialidemokraattinen Puolue,2
1989,Riihimäki,Suomen Kansan Demokraattinen Liitto,1
1989,Imatra,Suomen Keskusta,4
1989,Imatra,Kansallinen Kokoomus,5
1989,Imatra,Suomen Sosialidemokraattinen Puolue,6
1989,Imatra,Suomen ruotsalainen kansanpuolue,1
1989,Imatra,Vasemmistoliitto,1
1989,Raisio,Suomen Kansan Demokraattinen Liitto,3
1989,Raahe,Suomen Keskusta,4
1989,Raahe,Suomen Kansan Demokraattinen Liitto,1
1989,Raahe,Suomen ruotsalainen kansanpuolue,1
1989,Tornio,Suomen Keskusta,4
1989,Tornio,Demokraattinen Vaihtoehto,3
1989,Tornio,Suomen Maaseudun Puolue,3
1989,Tornio,Kansallinen Kokoomus,3
1989,Iisalmi,Suomen Sosialidemokraattinen Puolue,2
1989,Iisalmi,Perussuomalaiset,1
1989,Iisalmi,Vihreä liitto,1
1989,Iisalmi,Suomen Keskusta,1
1989,Valkeakoski,Suomen Sosialidemokraattinen Puolue,3
1989,Valkeakoski,Suomen Keskusta,3
1989,Kemi,Demokraattinen Vaihtoehto,12
1989,Kemi,Suomen Maaseudun Puolue,4
1989,Kemi,Suomen Keskusta,9
1989,Kemi,Suomen ruotsalainen kansanpuolue,2
1989,Kemi,Kansallinen Kokoomus,9
1989,Kemi,Suomen Kansan Demokraattinen Liitto,6
1989,Kemi,Vihreä liitto,4
1989,Kemi,Suomen Kristillisdemokraatit,1
1989,Kemi,Suomen Sosialidemokraattinen Puolue,4
1989,Kemi,Perussuomalaiset,1
1989,Varkaus,Suomen Sosialidemokraattinen Puolue,1
1989,Varkaus,Vihreä liitto,1
1989,Jämsä,Kansallinen Kokoomus,1
1989,Jämsä,Suomen Sosialidemokraattinen Puolue,1
1989,Hamina,Suomen Sosialidemokraattinen Puolue,14
1989,Hamina,Suomen Kristillisdemokraatit,1
1989,Hamina,Kansallinen Kokoomus,2
1989,Hamina,Demokraattinen Vaihtoehto,1
1989,Hamina,Perussuomalaiset,1
1989,Hamina,Suomen Kansan Demokraattinen Liitto,1
1989,Naantali,Kansallinen Kokoomus,1
1989,Naantali,Suomen Kansan Demokraattinen Liitto,1
1989,Pietarsaari,Suomen Keskusta,1
1989,Pieksämäki,Perussuomalaiset,2
1989,Pieksämäki,Suomen Sosialidemokraattinen Puolue,3
1989,Pieksämäki,Vihreä liitto,1
1989,Pieksämäki,Suomen Keskusta,2
1989,Pieksämäki,Kansallinen Kokoomus,1
1989,Pieksämäki,Vasemmistoliitto,1
1989,Pieksämäki,Suomen Maaseudun Puolue,2
1989,Forssa,Suomen Keskusta,9
1989,Forssa,Kansallinen Kokoomus,3
1989,Forssa,Suomen Sosialidemokraattinen Puolue,1
1989,Orimattila,Suomen Maaseudun Puolue,1
1989,Loimaa,Suomen Keskusta,1
1989,Uusikaupunki,Kansallinen Kokoomus,1
1989,Ylivieska,Suomen Keskusta,3
1989,Kuusamo,Kansallinen Kokoomus,1
1989,Kuusamo,Suomen Keskusta,3
1989,Kuusamo,Suomen Kansan Demokraattinen Liitto,1
1989,Kuusamo,Suomen Sosialidemokraattinen Puolue,1
1989,Loviisa,Vasemmistoliitto,4
1989,Loviisa,Kansallinen Kokoomus,2
1989,Loviisa,Vihreä liitto,4
1989,Loviisa,Suomen Sosialidemokraattinen Puolue,3
1989,Lapua,Kansallinen Kokoomus,4
1989,Lapua,Suomen Keskusta,2
1989,Kankaanpää,Suomen Sosialidemokraattinen Puolue,1
1989,Maarianhamina,Suomen Sosialidemokraattinen Puolue,4
1989,Maarianhamina,Suomen Keskusta,1
1989,Lieksa,Suomen Sosialidemokraattinen Puolue,1
1989,Lieksa,Suomen Keskusta,2
1989,Lieksa,Suomen Kansan Demokraattinen Liitto,1
1989,Nivala,Suomen Sosialidemokraattinen Puolue,1
1989,Kauniainen,Vasemmistoliitto,1
1989,Kauniainen,Suomen Sosialidemokraattinen Puolue,5
1989,Kauniainen,Suomen Keskusta,4
1989,Kauniainen,Suomen ruotsalainen kansanpuolue,1
1989,Kauniainen,Kansallinen Kokoomus,1
1989,Kauniainen,Vihreä liitto,1
1989,Kitee,Suomen Keskusta,2
1989,Nurmes,Suomen Sosialidemokraattinen Puolue,1
1989,Nurmes,Suomen Keskusta,2
1989,Somero,Suomen Keskusta,3
1989,Somero,Suomen Sosialidemokraattinen Puolue,2
1989,Hanko,Suomen Sosialidemokraattinen Puolue,1
1989,Hanko,Suomen Maaseudun Puolue,1
1989,Hanko,Suomen Kansan Demokraattinen Liitto,1
1989,Kuhmo,Perussuomalaiset,1
1989,Kuhmo,Vihreä liitto,4
1989,Kuhmo,Suomen Sosialidemokraattinen Puolue,1
1989,Kuhmo,Suomen Keskusta,1
1989,Pudasjärvi,Kansallinen Kokoomus,6
1989,Pudasjärvi,Suomen Kansan Demokraattinen Liitto,3
1989,Pudasjärvi,Suomen Keskusta,5
1989,Pudasjärvi,Perussuomalaiset,1
1989,Kemijärvi,Suomen Keskusta,3
1989,Kemijärvi,Demokraattinen Vaihtoehto,2
1989,Oulainen,Suomen Keskusta,1
1989,Kokemäki,Suomen Kansan Demokraattinen Liitto,1
1989,Kokemäki,Suomen Keskusta,1
1989,Suonenjoki,Suomen Keskusta,1
1989,Haapajärvi,Kansallinen Kokoomus,1
1989,Ikaalinen,Suomen Maaseudun Puolue,1
1989,Harjavalta,Vasemmistoliitto,1
1989,Harjavalta,Suomen Sosialidemokraattinen Puolue,1
1989,Harjavalta,Suomen Kansan Demokraattinen Liitto,2
1989,Harjavalta,Vihreä liitto,1
1989,Haapavesi,Kansallinen Kokoomus,1
1989,Haapavesi,Suomen Keskusta,1
1989,Outokumpu,Suomen Keskusta,10
1989,Outokumpu,Vihreä liitto,6
1989,Outokumpu,Demokraattinen Vaihtoehto,5
1989,Outokumpu,Suomen Kansan Demokraattinen Liitto,13
1989,Outokumpu,Vasemmistoliitto,9
1989,Outokumpu,Kansallinen Kokoomus,8
1989,Outokumpu,Suomen Sosialidemokraattinen Puolue,5
1989,Outokumpu,Suomen ruotsalainen kansanpuolue,3
1989,Virrat,Suomen Maaseudun Puolue,1
1989,Parkano,Perussuomalaiset,1
1989,Pyhäjärvi,Suomen Sosialidemokraattinen Puolue,3
1989,Pyhäjärvi,Perussuomalaiset,1
1989,Pyhäjärvi,Suomen Keskusta,1
1989,Kaskinen,Suomen Kansan Demokraattinen Liitto,1
1992,Helsinki,Suomen Keskusta,45
1992,Helsinki,Suomen Maaseudun Puolue,30
1992,Helsinki,Vasemmistoliitto,29
1992,Helsinki,Suomen Kristillisdemokraatit,14
1992,Helsinki,Suomen Sosialidemokraattinen Puolue,67
1992,Helsinki,Kansallinen Kokoomus,59
1992,Helsinki,Vihreä liitto,39
1992,Helsinki,Perussuomalaiset,11
1992,Helsinki,Suomen Kansan Demokraattinen Liitto,24
1992,Helsinki,Suomen ruotsalainen kansanpuolue,8
1992,Helsinki,Ahvenanmaan liberaalit,1
1992,Espoo,Perussuomalaiset,4
1992,Espoo,Suomen ruotsalainen kansanpuolue,1
1992,Espoo,Kansallinen Kokoomus,11
1992,Espoo,Suomen Sosialidemokraattinen Puolue,6
1992,Espoo,Suomen Keskusta,3
1992,Espoo,Vasemmistoliitto,1
1992,Tampere,Suomen Maaseudun Puolue,16
1992,Tampere,Suomen Keskusta,11
1992,Tampere,Suomen Kansan Demokraattinen Liitto,22
1992,Tampere,Kansallinen Kokoomus,22
1992,Tampere,Vihreä liitto,4
1992,Tampere,Suomen Sosialidemokraattinen Puolue,28
1992,Tampere,Vasemmistoliitto,3
1992,Tampere,Perussuomalaiset,1
1992,Tampere,Suomen ruotsalainen kansanpuolue,2
1992,Vantaa,Kansallinen Kokoomus,4
1992,Vantaa,Suomen Sosialidemokraattinen Puolue,4
1992,Vantaa,Suomen Maaseudun Puolue,2
1992,Vantaa,Suomen ruotsalainen kansanpuolue,2
1992,Vantaa,Suomen Keskusta,3
1992,Vantaa,Perussuomalaiset,4
1992,Vantaa,Suomen Kristillisdemokraatit,1
1992,Vantaa,Vihreä liitto,1
1992,Oulu,Suomen Keskusta,12
1992,Oulu,Vihreä liitto,12
1992,Oulu,Suomen Kristillisdemokraatit,2
1992,Oulu,Kansallinen Kokoomus,10
1992,Oulu,Suomen Kansan Demokraattinen Liitto,3
1992,Oulu,Suomen Sosialidemokraattinen Puolue,4
1992,Oulu,Suomen ruotsalainen kansanpuolue,2
1992,Oulu,Perussuomalaiset,1
1992,Oulu,Vasemmistoliitto,1
1992,Turku,Vihreä liitto,7
1992,Turku,Suomen Maaseudun Puolue,16
1992,Turku,Suomen Keskusta,12
1992,Turku,Kansallinen Kokoomus,21
1992,Turku,Suomen Kansan Demokraattinen Liitto,22
1992,Turku,Suomen Sosialidemokraattinen Puolue,14
1992,Turku,Suomen Kristillisdemokraatit,2
1992,Turku,Suomen ruotsalainen kansanpuolue,4
1992,Turku,Perussuomalaiset,2
1992,Jyväskylä,Vasemmistoliitto,3
1992,Jyväskylä,Suomen Maaseudun Puolue,7
1992,Jyväskylä,Suomen Kristillisdemokraatit,2
1992,Jyväskylä,Suomen Keskusta,1
1992,Jyväskylä,Suomen Sosialidemokraattinen Puolue,5
1992,Jyväskylä,Kansallinen Kokoomus,1
1992,Kuopio,Suomen Kansan Demokraattinen Liitto,2
1992,Kuopio,Suomen Sosialidemokraattinen Puolue,12
1992,Kuopio,Vasemmistoliitto,2
1992,Kuopio,Kansallinen Kokoomus,10
1992,Kuopio,Suomen Keskusta,7
1992,Kuopio,Vihreä liitto,4
1992,Kuopio,Suomen Maaseudun Puolue,1
1992,Kuopio,Suomen Kristillisdemokraatit,2
1992,Lahti,Suomen ruotsalainen kansanpuolue,2
1992,Lahti,Suomen Keskusta,5
1992,Lahti,Suomen Sosialidemokraattinen Puolue,5
1992,Lahti,Kansallinen Kokoomus,3
1992,Lahti,Suomen Maaseudun Puolue,1
1992,Pori,Kansallinen Kokoomus,4
1992,Pori,Suomen Sosialidemokraattinen Puolue,4
1992,Pori,Vihreä liitto,2
1992,Pori,Perussuomalaiset,1
1992,Pori,Suomen ruotsalainen kansanpuolue,1
1992,Pori,Suomen Kansan Demokraattinen Liitto,2
1992,Pori,Suomen Maaseudun Puolue,1
1992,Kouvola,Suomen Keskusta,4
1992,Kouvola,Kansallinen Kokoomus,1
1992,Kouvola,Suomen Sosialidemokraattinen Puolue,1
1992,Joensuu,Suomen Maaseudun Puolue,2
1992,Joensuu,Vasemmistoliitto,1
1992,Joensuu,Vihreä liitto,4
1992,Joensuu,Suomen Keskusta,4
1992,Joensuu,Kansallinen Kokoomus,2
1992,Joensuu,Suomen Kristillisdemokraatit,2
1992,Joensuu,Perussuomalaiset,1
1992,Joensuu,Suomen Sosialidemokraattinen Puolue,3
1992,Lappeenranta,Suomen Sosialidemokraattinen Puolue,1
1992,Hämeenlinna,Suomen Maaseudun Puolue,4
1992,Hämeenlinna,Vasemmistoliitto,1
1992,Hämeenlinna,Kansallinen Kokoomus,1
1992,Hämeenlinna,Vihreä liitto,1
1992,Hämeenlinna,Suomen Sosialidemokraattinen Puolue,1
1992,Vaasa,Suomen Sosialidemokraattinen Puolue,6
1992,Vaasa,Suomen Maaseudun Puolue,1
1992,Vaasa,Suomen ruotsalainen kansanpuolue,1
1992,Vaasa,Kansallinen Kokoomus,4
1992,Vaasa,Vihreä liitto,1
1992,Vaasa,Suomen Keskusta,3
1992,Vaasa,Suomen Kristillisdemokraatit,2
1992,Vaasa,Perussuomalaiset,2
1992,Seinäjoki,Suomen Keskusta,3
1992,Rovaniemi,Suomen ruotsalainen kansanpuolue,1
1992,Rovaniemi,Vasemmistoliitto,3
1992,Rovaniemi,Suomen Kansan Demokraattinen Liitto,1
1992,Rovaniemi,Suomen Keskusta,2
1992,Rovaniemi,Vihreä liitto,1
1992,Rovaniemi,Suomen Sosialidemokraattinen Puolue,1
1992,Rovaniemi,Kansallinen Kokoomus,3
1992,Rovaniemi,Suomen Maaseudun Puolue,3
1992,Mikkeli,Suomen ruotsalainen kansanpuolue,1
1992,Mikkeli,Suomen Sosialidemokraattinen Puolue,3
1992,Mikkeli,Suomen Maaseudun Puolue,2
1992,Mikkeli,Suomen Keskusta,3
1992,Mikkeli,Perussuomalaiset,1
1992,Kotka,Suomen Sosialidemokraattinen Puolue,3
1992,Kotka,Suomen ruotsalainen kansanpuolue,1
1992,Kotka,Vihreä liitto,1
1992,Salo,Suomen Kansan Demokraattinen Liitto,2
1992,Porvoo,Suomen Sosialidemokraattinen Puolue,2
1992,Porvoo,Suomen Keskusta,1
1992,Porvoo,Vasemmistoliitto,1
1992,Kokkola,Suomen Keskusta,3
1992,Kokkola,Suomen Maaseudun Puolue,1
1992,Kokkola,Perussuomalaiset,1
1992,Kokkola,Suomen Sosialidemokraattinen Puolue,1
1992,Kokkola,Vihreä liitto,1
1992,Kokkola,Suomen Kristillisdemokraatit,1
1992,Lohja,Kansallinen Kokoomus,2
1992,Lohja,Suomen Keskusta,1
1992,Lohja,Suomen Kristillisdemokraatit,1
1992,Lohja,Suomen Kansan Demokraattinen Liitto,1
1992,Järvenpää,Suomen Sosialidemokraattinen Puolue,1
1992,Rauma,Suomen Keskusta,3
1992,Rauma,Kansallinen Kokoomus,2
1992,Rauma,Suomen Sosialidemokraattinen Puolue,3
1992,Rauma,Vihreä liitto,1
1992,Kerava,Vasemmistoliitto,1
1992,Kerava,Suomen Sosialidemokraattinen Puolue,1
1992,Kajaani,Kansallinen Kokoomus,1
1992,Kajaani,Suomen Maaseudun Puolue,2
1992,Kajaani,Suomen Keskusta,2
1992,Kajaani,Suomen ruotsalainen kansanpuolue,1
1992,Kaarina,Suomen Kansan Demokraattinen Liitto,1
1992,Nokia,Suomen Kristillisdemokraatit,1
1992,Nokia,Suomen Maaseudun Puolue,2
1992,Nokia,Suomen Kansan Demokraattinen Liitto,1
1992,Nokia,Suomen Keskusta,1
1992,Nokia,Kansallinen Kokoomus,3
1992,Nokia,Vihreä liitto,2
1992,Savonlinna,Suomen Keskusta,1
1992,Riihimäki,Suomen Kansan Demokraattinen Liitto,1
1992,Riihimäki,Suomen Maaseudun Puolue,2
1992,Riihimäki,Suomen Keskusta,1
1992,Imatra,Suomen Keskusta,16
1992,Imatra,Suomen ruotsalainen kansanpuolue,3
1992,Imatra,Perussuomalaiset,1
1992,Imatra,Kansallinen Kokoomus,3
1992,Imatra,Suomen Sosialidemokraattinen Puolue,3
1992,Imatra,Vasemmistoliitto,1
1992,Raisio,Suomen Kansan Demokraattinen Liitto,2
1992,Raahe,Suomen Keskusta,2
1992,Raahe,Suomen Sosialidemokraattinen Puolue,4
1992,Tornio,Suomen Sosialidemokraattinen Puolue,1
1992,Tornio,Suomen Keskusta,2
1992,Tornio,Vasemmistoliitto,2
1992,Iisalmi,Suomen Maaseudun Puolue,2
1992,Iisalmi,Suomen Sosialidemokraattinen Puolue,2
1992,Valkeakoski,Kansallinen Kokoomus,1
1992,Kemi,Vihreä liitto,4
1992,Kemi,Suomen Sosialidemokraattinen Puolue,3
1992,Kemi,Vasemmistoliitto,4
1992,Kemi,Kansallinen Kokoomus,1
1992,Kemi,Suomen Keskusta,3
1992,Kemi,Suomen ruotsalainen kansanpuolue,1
1992,Kemi,Perussuomalaiset,1
1992,Varkaus,Suomen Keskusta,1
1992,Varkaus,Vihreä liitto,1
1992,Varkaus,Suomen Sosialidemokraattinen Puolue,2
1992,Jämsä,Suomen Sosialidemokraattinen Puolue,1
1992,Hamina,Suomen Sosialidemokraattinen Puolue,3
1992,Naantali,Suomen Kansan Demokraattinen Liitto,2
1992,Äänekoski,Kansallinen Kokoomus,1
1992,Heinola,Perussuomalaiset,1
1992,Heinola,Suomen Sosialidemokraattinen Puolue,1
1992,Pieksämäki,Suomen Maaseudun Puolue,1
1992,Pieksämäki,Suomen Sosialidemokraattinen Puolue,1
1992,Forssa,Suomen Keskusta,3
1992,Forssa,Suomen Maaseudun Puolue,1
1992,Forssa,Suomen Kansan Demokraattinen Liitto,1
1992,Orimattila,Kansallinen Kokoomus,1
1992,Loimaa,Suomen Keskusta,1
1992,Kauhava,Perussuomalaiset,1
1992,Kauhava,Suomen Keskusta,2
1992,Ylivieska,Suomen Sosialidemokraattinen Puolue,1
1992,Kuusamo,Suomen Maaseudun Puolue,3
1992,Kuusamo,Suomen Keskusta,3
1992,Kuusamo,Suomen Sosialidemokraattinen Puolue,1
1992,Kuusamo,Suomen ruotsalainen kansanpuolue,1
1992,Kuusamo,Kansallinen Kokoomus,2
1992,Loviisa,Suomen Keskusta,6
1992,Loviisa,Suomen Sosialidemokraattinen Puolue,3
1992,Loviisa,Suomen Maaseudun Puolue,6
1992,Loviisa,Vasemmistoliitto,4
1992,Loviisa,Vihreä liitto,4
1992,Loviisa,Kansallinen Kokoomus,2
1992,Loviisa,Suomen ruotsalainen kansanpuolue,2
1992,Loviisa,Suomen Kansan Demokraattinen Liitto,1
1992,Kankaanpää,Suomen Sosialidemokraattinen Puolue,3
1992,Kankaanpää,Suomen Keskusta,1
1992,Kankaanpää,Suomen Maaseudun Puolue,1
1992,Kankaanpää,Perussuomalaiset,1
1992,Kalajoki,Suomen Kansan Demokraattinen Liitto,1
1992,Maarianhamina,Kansallinen Kokoomus,1
1992,Maarianhamina,Ahvenanmaan liberaalit,1
1992,Maarianhamina,Suomen Maaseudun Puolue,2
1992,Maarianhamina,Suomen ruotsalainen kansanpuolue,1
1992,Paimio,Suomen Sosialidemokraattinen Puolue,1
1992,Lieksa,Suomen Keskusta,2
1992,Nivala,Suomen Keskusta,1
1992,Nivala,Suomen Maaseudun Puolue,1
1992,Kauniainen,Vasemmistoliitto,1
1992,Kauniainen,Suomen Maaseudun Puolue,1
1992,Kauniainen,Kansallinen Kokoomus,1
1992,Kauniainen,Suomen Sosialidemokraattinen Puolue,1
1992,Kauniainen,Suomen Keskusta,1
1992,Kauniainen,Vihreä liitto,1
1992,Huittinen,Perussuomalaiset,1
1992,Närpiö,Suomen Sosialidemokraattinen Puolue,1
1992,Nurmes,Suomen Keskusta,1
1992,Nurmes,Suomen Maaseudun Puolue,1
1992,Keuruu,Suomen Maaseudun Puolue,1
1992,Keuruu,Vasemmistoliitto,1
1992,Saarijärvi,Suomen Maaseudun Puolue,1
1992,Orivesi,Suomen Sosialidemokraattinen Puolue,1
1992,Orivesi,Suomen Kansan Demokraattinen Liitto,1
1992,Laitila,Suomen Kansan Demokraattinen Liitto,1
1992,Hanko,Suomen ruotsalainen kansanpuolue,1
1992,Hanko,Vasemmistoliitto,3
1992,Kuhmo,Suomen ruotsalainen kansanpuolue,1
1992,Kuhmo,Vihreä liitto,5
1992,Kuhmo,Suomen Sosialidemokraattinen Puolue,1
1992,Kuhmo,Suomen Keskusta,1
1992,Kuhmo,Perussuomalaiset,1
1992,Pudasjärvi,Suomen Kansan Demokraattinen Liitto,4
1992,Pudasjärvi,Suomen Keskusta,27
1992,Pudasjärvi,Suomen Kristillisdemokraatit,1
1992,Pudasjärvi,Suomen Maaseudun Puolue,2
1992,Pudasjärvi,Kansallinen Kokoomus,14
1992,Pudasjärvi,Vasemmistoliitto,3
1992,Pudasjärvi,Suomen Sosialidemokraattinen Puolue,4
1992,Pudasjärvi,Perussuomalaiset,1
1992,Pudasjärvi,Suomen ruotsalainen kansanpuolue,1
1992,Kemijärvi,Suomen Maaseudun Puolue,1
1992,Kemijärvi,Kansallinen Kokoomus,2
1992,Kemijärvi,Vasemmistoliitto,5
1992,Kemijärvi,Suomen Keskusta,3
1992,Kemijärvi,Suomen Sosialidemokraattinen Puolue,1
1992,Kemijärvi,Suomen Kansan Demokraattinen Liitto,3
1992,Kemijärvi,Vihreä liitto,2
1992,Haapajärvi,Perussuomalaiset,1
1992,Ikaalinen,Suomen Maaseudun Puolue,6
1992,Ikaalinen,Perussuomalaiset,1
1992,Haapavesi,Suomen Sosialidemokraattinen Puolue,1
1992,Haapavesi,Suomen Keskusta,1
1992,Outokumpu,Suomen Sosialidemokraattinen Puolue,2
1992,Outokumpu,Suomen Kristillisdemokraatit,1
1992,Outokumpu,Vihreä liitto,1
1992,Outokumpu,Suomen Keskusta,1
1992,Outokumpu,Suomen ruotsalainen kansanpuolue,2
1992,Outokumpu,Vasemmistoliitto,1
1992,Parkano,Perussuomalaiset,4
1992,Parkano,Suomen Maaseudun Puolue,1
1992,Viitasaari,Suomen Keskusta,1
1992,Ähtäri,Suomen Keskusta,1
1992,Kannus,Suomen Keskusta,1
1992,Kannus,Kansallinen Kokoomus,1
1992,Pyhäjärvi,Suomen Keskusta,1
1992,Pyhäjärvi,Vihreä liitto,1
1991,Helsinki,Kansallinen Kokoomus,45
1991,Helsinki,Suomen Sosialidemokraattinen Puolue,47
1991,Helsinki,Vihreä liitto,29
1991,Helsinki,Suomen Maaseudun Puolue,14
1991,Helsinki,Suomen ruotsalainen kansanpuolue,4
1991,Helsinki,Suomen Keskusta,31
1991,Helsinki,Suomen Kansan Demokraattinen Liitto,18
1991,Helsinki,Vasemmistoliitto,33
1991,Helsinki,Suomen Kristillisdemokraatit,6
1991,Helsinki,Perussuomalaiset,5
1991,Helsinki,Ahvenanmaan liberaalit,1
1991,Espoo,Kansallinen Kokoomus,16
1991,Espoo,Vihreä liitto,6
1991,Espoo,Vasemmistoliitto,11
1991,Espoo,Suomen Keskusta,5
1991,Espoo,Suomen Kristillisdemokraatit,1
1991,Espoo,Suomen Kansan Demokraattinen Liitto,1
1991,Espoo,Suomen Sosialidemokraattinen Puolue,5
1991,Espoo,Suomen Maaseudun Puolue,1
1991,Tampere,Suomen Kansan Demokraattinen Liitto,12
1991,Tampere,Kansallinen Kokoomus,12
1991,Tampere,Vihreä liitto,11
1991,Tampere,Suomen Keskusta,13
1991,Tampere,Suomen Maaseudun Puolue,10
1991,Tampere,Suomen Sosialidemokraattinen Puolue,16
1991,Tampere,Vasemmistoliitto,3
1991,Tampere,Suomen Kristillisdemokraatit,1
1991,Vantaa,Suomen Kristillisdemokraatit,2
1991,Vantaa,Suomen Sosialidemokraattinen Puolue,9
1991,Vantaa,Vasemmistoliitto,5
1991,Vantaa,Vihreä liitto,2
1991,Vantaa,Suomen Keskusta,3
1991,Vantaa,Kansallinen Kokoomus,5
1991,Vantaa,Suomen Kansan Demokraattinen Liitto,1
1991,Oulu,Kansallinen Kokoomus,15
1991,Oulu,Suomen Sosialidemokraattinen Puolue,2
1991,Oulu,Suomen Kansan Demokraattinen Liitto,6
1991,Oulu,Suomen Keskusta,3
1991,Oulu,Suomen ruotsalainen kansanpuolue,1
1991,Oulu,Vihreä liitto,8
1991,Oulu,Perussuomalaiset,1
1991,Turku,Suomen Maaseudun Puolue,5
1991,Turku,Suomen Kansan Demokraattinen Liitto,33
1991,Turku,Kansallinen Kokoomus,21
1991,Turku,Suomen Sosialidemokraattinen Puolue,13
1991,Turku,Suomen Keskusta,11
1991,Turku,Suomen Kristillisdemokraatit,3
1991,Turku,Vihreä liitto,2
1991,Turku,Suomen ruotsalainen kansanpuolue,1
1991,Turku,Perussuomalaiset,1
1991,Jyväskylä,Vasemmistoliitto,1
1991,Jyväskylä,Suomen Sosialidemokraattinen Puolue,3
1991,Jyväskylä,Kansallinen Kokoomus,3
1991,Jyväskylä,Suomen ruotsalainen kansanpuolue,1
1991,Jyväskylä,Suomen Maaseudun Puolue,2
1991,Jyväskylä,Perussuomalaiset,1
1991,Jyväskylä,Vihreä liitto,1
1991,Jyväskylä,Suomen Keskusta,1
1991,Kuopio,Kansallinen Kokoomus,26
1991,Kuopio,Suomen Keskusta,23
1991,Kuopio,Suomen Sosialidemokraattinen Puolue,20
1991,Kuopio,Suomen Maaseudun Puolue,4
1991,Kuopio,Suomen Kristillisdemokraatit,2
1991,Kuopio,Suomen ruotsalainen kansanpuolue,1
1991,Kuopio,Ahvenanmaan liberaalit,1
1991,Kuopio,Vihreä liitto,3
1991,Kuopio,Vasemmistoliitto,2
1991,Kuopio,Suomen Kansan Demokraattinen Liitto,1
1991,Lahti,Suomen Sosialidemokraattinen Puolue,2
1991,Lahti,Suomen Keskusta,4
1991,Lahti,Suomen ruotsalainen kansanpuolue,1
1991,Lahti,Suomen Maaseudun Puolue,2
1991,Pori,Perussuomalaiset,2
1991,Pori,Suomen Sosialidemokraattinen Puolue,4
1991,Pori,Suomen Keskusta,1
1991,Pori,Vihreä liitto,1
1991,Pori,Suomen Kansan Demokraattinen Liitto,1
1991,Pori,Kansallinen Kokoomus,1
1991,Kouvola,Kansallinen Kokoomus,1
1991,Kouvola,Suomen Keskusta,1
1991,Joensuu,Suomen Sosialidemokraattinen Puolue,8
1991,Joensuu,Suomen Keskusta,4
1991,Joensuu,Perussuomalaiset,1
1991,Joensuu,Vihreä liitto,2
1991,Joensuu,Kansallinen Kokoomus,1
1991,Lappeenranta,Suomen Sosialidemokraattinen Puolue,1
1991,Lappeenranta,Kansallinen Kokoomus,1
1991,Lappeenranta,Suomen Keskusta,1
1991,Hämeenlinna,Kansallinen Kokoomus,3
1991,Hämeenlinna,Suomen Sosialidemokraattinen Puolue,1
1991,Vaasa,Suomen Keskusta,8
1991,Vaasa,Suomen Sosialidemokraattinen Puolue,16
1991,Vaasa,Kansallinen Kokoomus,6
1991,Vaasa,Vihreä liitto,4
1991,Vaasa,Suomen Kansan Demokraattinen Liitto,4
1991,Vaasa,Suomen Maaseudun Puolue,1
1991,Vaasa,Suomen ruotsalainen kansanpuolue,6
1991,Vaasa,Perussuomalaiset,1
1991,Vaasa,Suomen Kristillisdemokraatit,1
1991,Seinäjoki,Suomen Keskusta,2
1991,Seinäjoki,Kansallinen Kokoomus,3
1991,Seinäjoki,Suomen Sosialidemokraattinen Puolue,2
